id,topic,question,answer,score,match_type,token_weights
340,returns_and_refunds,How can I get a exchange for printer cartridge reference A1234?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.0,1.0"
341,returns_and_refunds,How can I get a exchange for printer cartridge reference ORD7788?,"After several unrelated lines about customer service, the page says: the returns note states that printer cartridge under reference ORD7788 is eligible for a exchange, and the customer must send it back within after opening.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
342,returns_and_refunds,Please help: How can I get a refund for laptop battery reference RMA4002?,"A note in the middle of the article adds that the policy mentions that laptop battery can sometimes be returned, but it does not say whether reference RMA4002 qualifies for a refund.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
343,returns_and_refunds,What is the status of my return for laptop battery?,"The paragraph continues with a warning about delays, but says that the ordering guide explains how to add items to a cart, not how to return a purchased item. The same article also includes unrelated marketing text and a link to general support.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
344,returns_and_refunds,How can I get a return for wireless mouse reference ORD7788?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
345,returns_and_refunds,Can I return printer cartridge after 30 days?,"The paragraph continues with a warning about delays, but says that the returns note states that printer cartridge under reference A1234 is eligible for a store credit, and the customer must send it back within 30 days.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,2.0,1.0,1.0"
346,returns_and_refunds,Can I return office chair after 14 days?,"In a side note under the comparison table, it says that the policy mentions that office chair can sometimes be returned, but it does not say whether reference RMA4002 qualifies for a refund. The same article also includes unrelated marketing text and a link to general support.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,2.0,1.0,1.0"
347,returns_and_refunds,Please help: What is the status of my refund for wireless mouse?,"The paragraph continues with a warning about delays, but says that the tracking page says the parcel reached the sorting center, which does not answer whether a refund is approved. The same article also includes unrelated marketing text and a link to general support.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
348,returns_and_refunds,Can I return office chair after after opening?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0"
349,returns_and_refunds,What is the status of my return for wireless mouse?,"The paragraph continues with a warning about delays, but says that the returns note states that wireless mouse under reference A1234 is eligible for a return, and the customer must send it back within 30 days. The same article also includes unrelated marketing text and a link to general support.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
350,returns_and_refunds,Can I return office chair after after opening?,"A note in the middle of the article adds that the policy mentions that office chair can sometimes be returned, but it does not say whether reference A1234 qualifies for a return. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0"
351,returns_and_refunds,How can I get a return for laptop battery reference RMA4002?,"The ordering guide explains how to add items to a cart, not how to return a purchased item. The same article also includes unrelated marketing text and a link to general support.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
352,returns_and_refunds,Please help: How can I get a exchange for office chair reference A1234?,The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details.,0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.0,1.0"
353,returns_and_refunds,What is the status of my refund for laptop battery?,"The paragraph continues with a warning about delays, but says that the returns note states that laptop battery under reference RMA4002 is eligible for a refund, and the customer must send it back within 14 days.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
354,returns_and_refunds,Can I return wireless mouse after after opening?,"A customer article says refunds may take several days, while the actual status of this request is not shown.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0"
355,returns_and_refunds,How can I get a refund for laptop battery reference A1234?,"In a side note under the comparison table, it says that the ordering guide explains how to add items to a cart, not how to return a purchased item.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.0,1.0"
356,returns_and_refunds,Can I return office chair after after opening?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0"
357,returns_and_refunds,"How can I get a exchange for wireless mouse reference A1234? I only need the exact answer, not a general explanation.","In a side note under the comparison table, it says that in the refund paragraph, the exchange for wireless mouse is marked rejected, with funds expected after warehouse inspection.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
358,returns_and_refunds,What is the status of my refund for printer cartridge?,"After several unrelated lines about customer service, the page says: the policy mentions that printer cartridge can sometimes be returned, but it does not say whether reference RET9910 qualifies for a refund.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
359,returns_and_refunds,How can I get a exchange for wireless mouse reference ORD7788?,"The page does not present it as a direct answer; instead, it states that the ordering guide explains how to add items to a cart, not how to return a purchased item. The same article also includes unrelated marketing text and a link to general support.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
360,returns_and_refunds,What is the status of my exchange for laptop battery?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
361,returns_and_refunds,Can I return office chair after after opening?,"A note in the middle of the article adds that the returns note states that office chair under reference RMA4002 is eligible for a refund, and the customer must send it back within after opening.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0"
362,returns_and_refunds,"How can I get a store credit for office chair reference ORD7788? I only need the exact answer, not a general explanation.","A customer article says refunds may take several days, while the actual status of this request is not shown.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
363,returns_and_refunds,What is the status of my exchange for printer cartridge?,"The paragraph continues with a warning about delays, but says that the tracking page says the parcel reached the sorting center, which does not answer whether a refund is approved. The same article also includes unrelated marketing text and a link to general support.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
364,returns_and_refunds,How can I get a store credit for office chair reference ORD7788?,"According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
365,returns_and_refunds,What is the status of my exchange for printer cartridge?,"In the refund paragraph, the exchange for printer cartridge is marked rejected, with funds expected after warehouse inspection.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
366,returns_and_refunds,Can I return printer cartridge after 30 days?,"In a side note under the comparison table, it says that the policy mentions that printer cartridge can sometimes be returned, but it does not say whether reference ORD7788 qualifies for a store credit. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,2.0,1.0,1.0"
367,returns_and_refunds,"I was checking the site and couldn't find it clearly, how can I get a return for printer cartridge reference A1234?","The page does not present it as a direct answer; instead, it states that the ordering guide explains how to add items to a cart, not how to return a purchased item.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.0,1.0"
368,returns_and_refunds,Can I return laptop battery after last week?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0"
369,returns_and_refunds,What is the status of my refund for printer cartridge?,"The returns note states that printer cartridge under reference RET9910 is eligible for a refund, and the customer must send it back within last week.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
370,returns_and_refunds,What is the status of my exchange for laptop battery?,"A note in the middle of the article adds that the policy mentions that laptop battery can sometimes be returned, but it does not say whether reference RMA4002 qualifies for a exchange.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
371,returns_and_refunds,How can I get a exchange for laptop battery reference ORD7788?,"The ordering guide explains how to add items to a cart, not how to return a purchased item.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
372,returns_and_refunds,"I was checking the site and couldn't find it clearly, what is the status of my exchange for printer cartridge?","The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
373,returns_and_refunds,What is the status of my store credit for laptop battery?,"In a side note under the comparison table, it says that in the refund paragraph, the store credit for laptop battery is marked approved, with funds expected after warehouse inspection.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
374,returns_and_refunds,What is the status of my store credit for office chair?,"A customer article says refunds may take several days, while the actual status of this request is not shown. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
375,returns_and_refunds,How can I get a exchange for office chair reference ORD7788?,"The tracking page says the parcel reached the sorting center, which does not answer whether a refund is approved.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
